type;location_lat;location_lon;city_name_en;region_name_en;developer_name;max_area;max_bed_room;max_bathroom;max_price;min_area;project_name;project_type;publish_date;type_1;unit_types_0
marketplaces;23.574927;45.612205;AR RAYN;Riyadh;;794.662854;1;1;118801;395.323187;مشروع  سمر الرين - العفج;lands_moh_land;27/08/21;marketplaces;land
marketplaces;16.703102;42.070706;FARASAN;Jizan;;511.25;1;2;955419;483.81;مشروع لؤلؤ فرسان;lands_moh_land;27/08/21;marketplaces;land
marketplaces;27.392652;41.716639;HAIL;Ha'il;;1000;1;1;168592.8;400;مشروع  المدائن - حائل;lands_moh_land;27/08/21;marketplaces;land
marketplaces;30.360692;42.257466;AL UWAYQILAH;Northern Borders;;483;1;1;658626;435.999;مشروع المصيف - العويقلية;lands_moh_land;27/08/21;marketplaces;land
marketplaces;24.606304;39.692125;AL MADINAH AL MUNAWWARAH;Madinah;;550;1;3;150000;499;مشروع الياسمين - المدينة المنورة;lands_moh_land;27/08/21;marketplaces;land
marketplaces;26.109947;43.615067;RIYAD AL KHABRA;Qassim;;513.003698;1;2;430182;495.493575;مشروع جنان الخبراء - رياض الخبراء;lands_moh_land;27/08/21;marketplaces;land
marketplaces;24.066848;47.299058;AL KHARJ;Riyadh;;622.366;1;1;739800;371.137;مشروع اسكان الخرج;lands_moh_land;27/08/21;marketplaces;land
marketplaces;23.409134;46.805936;HAWTAT BANI TAMIM;Riyadh;;2000;1;2;750569;525;مشروع الحلوة - حوطة بني تميم;lands_moh_land;27/08/21;marketplaces;land
marketplaces;27.864388;42.105281;BAQ'A;Ha'il;;1155;1;1;504039;892;مشروع كنب الثنيان - حائل;lands_moh_land;27/08/21;marketplaces;land
marketplaces;21.637815;40.390686;AT TAIF;Makkah;;508.366741;1;1;833297;400;مشروع  واحة الميقات - الطائف;lands_moh_land;27/08/21;marketplaces;land
marketplaces;27.840814;45.982396;HAFAR AL BATIN;Eastern Province;;937;1;1;989327;380;مخطط أم قليب-54/ح/1410;lands_moh_land;30/06/22;marketplaces;land
marketplaces;28.036816;42.318835;BAQ'A;Ha'il;;500;1;1;193439;380;مشروع القليبة - حائل;lands_moh_land;27/08/21;marketplaces;land
marketplaces;27.714253;42.627986;BAQ'A;Ha'il;;1147;1;3;298340;892;مشروع الجثياثه - حائل;lands_moh_land;27/08/21;marketplaces;land
marketplaces;26.872334;40.347383;ASH SHAMLI;Ha'il;;900;1;2;527624;400;مشروع لؤلؤة الشملي - الشملي;lands_moh_land;27/08/21;marketplaces;land
marketplaces;19.519431;43.599588;TATILITH;'Asir;;941.704;1;1;791295;561.91;مشروع تثليث - عسير;lands_moh_land;27/08/21;marketplaces;land
marketplaces;23.232996;45.552931;AR RAYN;Riyadh;;895.54;1;2;679194;394.89;مخطط العمق - الرين;lands_moh_land;27/08/21;marketplaces;land
marketplaces;26.309725;44.236389;ASH SHIMASIYAH;Qassim;;672;1;2;697436;435;مشروع اسكان الشماسية;lands_moh_land;27/08/21;marketplaces;land
marketplaces;26.307711;44.917194;AZ ZULFI;Riyadh;;525.645;1;2;972865;467.443;مشروع اسكان الزلفي;lands_moh_land;27/08/21;marketplaces;land
marketplaces;25.224641;45.862198;THADIQ;Riyadh;;500;1;3;880968;500;مشروع إسكان ثادق;lands_moh_land;27/08/21;marketplaces;land
marketplaces;26.492416;43.619825;UYUN AL JAWA';Qassim;;550;1;2;205462;500;مشروع إسكان عيون الجواء;lands_moh_land;27/08/21;marketplaces;land
marketplaces;25.248548;45.219565;SHAQRA';Riyadh;;509.69;1;2;898618;478.61;مشروع إسكان شقراء;lands_moh_land;27/08/21;marketplaces;land
marketplaces;24.896709;46.645818;AR RIYADH;Riyadh;شركة تلال العقارية;400;3;1;1894504;250;بيوت تلال - الرياض;offplan_moh_land;23/06/22;marketplaces;villa
marketplaces;25.871382;49.603958;BUQAYQ;Eastern Province;;760.35;1;1;373699;499.992;مشروع زهرة الدغيمية;lands_moh_land;27/08/21;marketplaces;land
marketplaces;27.432444;42.476111;ASH SHINAN;Ha'il;;1155;1;2;554146;892;مشروع الأرشاوية - الشنان;lands_moh_land;27/08/21;marketplaces;land
marketplaces;27.9815;42.001083;BAQ'A;Ha'il;;1120;1;2;863954;892;مخطط المندسة;lands_moh_land;27/08/21;marketplaces;land
marketplaces;25.970639;49.551722;BUQAYQ;Eastern Province;;900;1;2;266016;570.5;هجرة الثمامة;lands_moh_land;27/08/21;marketplaces;land
marketplaces;24.500583;45.379444;MARAT;Riyadh;;630;1;2;224480;600;مرات 1180;lands_moh_land;27/08/21;marketplaces;land
marketplaces;25.113958;45.485914;MARAT;Riyadh;;599.677;1;1;456159;568.048;مخطط مرات 1120;lands_moh_land;27/08/21;marketplaces;land
marketplaces;23.373744;46.849381;HAWTAT BANI TAMIM;Riyadh;;900;1;3;770288;550;مخطط الحلوة;lands_moh_land;27/08/21;marketplaces;land
marketplaces;27.631617;42.611294;BAQ'A;Ha'il;;856;1;2;715682;753.73;الفويلق 2 - بقعاء;lands_moh_land;27/08/21;marketplaces;land
marketplaces;27.816694;41.440972;UMM AL QULBAN;Ha'il;;851;1;1;976769;692.14;ام قلبان - حائل;lands_moh_land;27/08/21;marketplaces;land
marketplaces;23.633963;46.496143;AL HARIQ;Riyadh;;750;1;1;687063;500;مخطط اراضي 254 - الحريق;lands_moh_land;27/08/21;marketplaces;land
marketplaces;24.832014;46.77938;AR RIYADH;Riyadh;شركة رافد للمقاولات عامة;180;3;3;990000;110;مشروع رافد 1 - الرياض;offplan_private_land;19/06/22;marketplaces;apartment
marketplaces;25.71975;45.855447;AL MAJMA'AH;Riyadh;;1026.03;1;3;584515;400;المجمعة- تمير -721-أ;lands_moh_land;27/08/21;marketplaces;land
marketplaces;25.723611;45.85975;AL MAJMA'AH;Riyadh;;960;1;2;119561;600;المجمعة - تمير - 837;lands_moh_land;27/08/21;marketplaces;land
marketplaces;27.031241;41.988545;ASH SHINAN;Ha'il;;1097.5;1;1;839642;827.5;مشروع السبعان - 496;lands_moh_land;27/08/21;marketplaces;land
marketplaces;29.74977144;39.90235433;DAWMAT AL JANDAL;Jawf;;1200;1;2;504695;517.5;مخطط الملك عبدالعزيز - دومة الجندل;lands_moh_land;27/08/21;marketplaces;land
marketplaces;22.09656073;41.28615809;AL MUWAYH AL QADIM;Makkah;;862.5;1;3;487668;375;مشروع المويه - 4/ق/ط;lands_moh_land;27/08/21;marketplaces;land
marketplaces;26.296671;41.341699;AS SULAYMI;Ha'il;;800;1;3;288372;690;1532 السليمي - حائل;lands_moh_land;27/08/21;marketplaces;land
marketplaces;27.682017;42.549247;BAQ'A;Ha'il;;500;1;2;332483;492;الناصرية 410;lands_moh_land;27/08/21;marketplaces;land
marketplaces;26.36510404;44.23082334;ASH SHIMASIYAH;Qassim;;1364.432;1;2;658323;483.371;مخطط الربيعية;lands_moh_land;27/08/21;marketplaces;land
marketplaces;28.271389;42.929154;BAQ'A;Ha'il;;1242;1;3;751437;660;تربة 1403;lands_moh_land;27/08/21;marketplaces;land
marketplaces;27.262217;42.275323;ASH SHINAN;Ha'il;;525;1;2;738451;318.36;رك418 - حائل;lands_moh_land;27/08/21;marketplaces;land
marketplaces;24.89475;46.639778;AR RIYADH;Riyadh;رتال;425;4;3;2120635;250;نساج تاون النرجس - الرياض;offplan_moh_land;15/06/22;marketplaces;villa
marketplaces;30.302611;42.353218;AL UWAYQILAH;Northern Borders;;900;1;2;335879;600;مخطط العايش 12246 / س;lands_moh_land;27/08/21;marketplaces;land
marketplaces;19.895985;41.59519;BILJURASHI;Bahah;;611.365573;1;2;584226;448.199866;340  - العسله;lands_moh_land;27/08/21;marketplaces;land
marketplaces;22.429233;41.74011;AL MUWAYH AL JADID;Makkah;;740.965;1;3;130819;475.796;مخطط المويه الجديد - محافظة المويه;lands_moh_land;27/08/21;marketplaces;land
marketplaces;27.164083;46.996145;QARYAT AL 'ULYA;Eastern Province;;954.809;1;2;669410;377.823;مخطط الفريدة - قرية العليا;lands_moh_land;27/08/21;marketplaces;land
marketplaces;27.780771;41.631575;HAIL;Ha'il;;1897.27;1;2;817739;636.73;المزيريرات - حائل;lands_moh_land;27/08/21;marketplaces;land
marketplaces;24.521556;43.900979;AD DUWADIMI;Riyadh;;894.82;1;3;242388;381.864;الرفيعة - الدوادمي;lands_moh_land;27/08/21;marketplaces;land
marketplaces;28.614934;44.053607;RAFHA';Northern Borders;;974;1;3;298868;663.91;هجرة رغوة;lands_moh_land;27/08/21;marketplaces;land
marketplaces;23.924718;42.760833;AFIF;Riyadh;;1315.078;1;1;970981;559.049;مخطط الخالدية - عفيف;lands_moh_land;27/08/21;marketplaces;land
marketplaces;25.974805;49.476792;BUQAYQ;Eastern Province;;995.18;1;2;217311;582;يكـرب - الشرقية;lands_moh_land;27/08/21;marketplaces;land
marketplaces;17.444587;42.526852;BAYSH;Jizan;;1880.56;1;3;738740;450;بيش 94;lands_moh_land;27/08/21;marketplaces;land
marketplaces;24.777695;46.584277;AR RIYADH;Riyadh;شركة ازدهار للتطوير العقاري;208.18;3;3;1899000;102.16;جاردن ريزيدنس - الرياض;offplan_private_land;08/06/22;marketplaces;apartment
marketplaces;22.620727;40.603987;HADHAH;Madinah;;750;1;3;149709;415.025;مركز حاذه - المدينة المنورة;lands_moh_land;27/08/21;marketplaces;land
marketplaces;25.523687;45.259725;SHAQRA';Riyadh;;858.264333;1;2;679598;533.782549;مخطط شقراء 151;lands_moh_land;27/08/21;marketplaces;land
marketplaces;29.302374;44.032425;RAFHA';Northern Borders;;529.376;1;2;943987;359.09;ام غار الخشيبي;lands_moh_land;27/08/21;marketplaces;land
marketplaces;26.88063;42.088879;ASH SHINAN;Ha'il;;1044;1;1;758293;850.18;مخطط المضيح - الشنان;lands_moh_land;27/08/21;marketplaces;land
marketplaces;26.520287;47.337779;QARYAT AL 'ULYA;Eastern Province;;780;1;2;417557;660;المخطط رقم ??/?? بمركز أم عقلاء بمحافظة قرية العليا;lands_moh_land;27/08/21;marketplaces;land
marketplaces;29.540999;42.097337;AL UWAYQILAH;Northern Borders;;1000;1;2;670017;625;مخطط نعيجان - العويقلية;lands_moh_land;27/08/21;marketplaces;land
marketplaces;17.247788;42.443566;SABYA;Jizan;;550.0001;1;3;956026;450;مشروع الرفاه - صبيا;lands_moh_land;27/08/21;marketplaces;land
marketplaces;21.98806646;45.93273088;AR RAWDAH;Riyadh;;1260;1;3;661378;520;مخطط الأفلاج 705;lands_moh_land;27/08/21;marketplaces;land
marketplaces;25.291524;45.795837;THADIQ;Riyadh;;1035.005328;1;2;864608;600.0004519;مخطط ثادق 302/أ;lands_moh_land;27/08/21;marketplaces;land
marketplaces;25.65639656;46.36784813;THADIQ;Riyadh;;1260;1;2;554695;524.548;مخطط ثادق 362;lands_moh_land;27/08/21;marketplaces;land
marketplaces;21.559926;39.248832;JEDDAH;Makkah;شركة المنازل الذكية المحدودة;269;3;1;1050000;223;تاون هاوس - جدة;offplan_private_land;06/06/22;marketplaces;apartment
marketplaces;19.37539954;42.79388097;BISHAH;'Asir;;637.5;1;1;643361;576.29;مخطط غرب سوق صمخ;lands_moh_land;27/08/21;marketplaces;land
marketplaces;19.35365203;42.79610617;BISHAH;'Asir;;695.49;1;3;258107;556.05;مخطط كتنه - بيشة;lands_moh_land;27/08/21;marketplaces;land
marketplaces;25.18074391;45.80120514;THADIQ;Riyadh;;679.58;1;1;887996;600.7827;مخطط ثادق 370;lands_moh_land;27/08/21;marketplaces;land
marketplaces;20.45516951;45.60874802;AS SULAYYIL;Riyadh;;590.537294;1;2;540399;490.993311;مشروع شروق السليل;lands_moh_land;27/08/21;marketplaces;land
marketplaces;23.657414;42.58092;AFIF;Riyadh;;890.4308;1;2;513423;347.234;مخطط الانسيات - عفيف;lands_moh_land;27/08/21;marketplaces;land
marketplaces;27.940933;46.907464;QARYAT AL 'ULYA;Eastern Province;;628.34;1;2;587786;351.871;مخطط ام كداد – حفر الباطن;lands_moh_land;27/08/21;marketplaces;land
marketplaces;24.07845043;45.34781229;QUWAY'IYAH;Riyadh;;1724.38;1;2;306340;600;مخطط 1051 - القويعية;lands_moh_land;27/08/21;marketplaces;land
marketplaces;23.7656367;44.76488154;QUWAY'IYAH;Riyadh;;947.057;1;3;436571;500.976;مخطط 217 - القويعية;lands_moh_land;27/08/21;marketplaces;land
marketplaces;18.69408679;42.8809609;KHAMIS MUSHAYT;'Asir;;937.58;1;3;782383;567.73;مخطط رغوة الجنوب – خميس مشيط;lands_moh_land;27/08/21;marketplaces;land
marketplaces;23.86721241;42.70005091;AFIF;Riyadh;;2000;1;2;426620;302.27;مخطط عفيف 843;lands_moh_land;27/08/21;marketplaces;land
marketplaces;24.4815503;46.7070349;AR RIYADH;Riyadh;الشركة الوطنية للإسكان البناء المطور;558;1;3;474271;336.91;الأصالة - الرياض;advanced_self_construction;11/05/22;marketplaces;villa
marketplaces;25.544976;45.699969;AL MAJMA'AH;Riyadh;;887.4887;1;3;691036;387.4951;مخطط 411 - المجمعة;lands_moh_land;27/08/21;marketplaces;land
marketplaces;27.976281;47.023275;HAFAR AL BATIN;Eastern Province;;699.6897566;1;1;552644;331.8513324;معرج السوبان 21/18;lands_moh_land;27/08/21;marketplaces;land
marketplaces;23.67456667;43.13175386;AFIF;Riyadh;;1006.571;1;2;954379;535.942;مخطط المردمة 583 - عفيف;lands_moh_land;27/08/21;marketplaces;land
marketplaces;23.8352519;43.22310197;AFIF;Riyadh;;1114.253;1;2;476681;813.765;مخطط الهرانية 579 - عفيف;lands_moh_land;27/08/21;marketplaces;land
marketplaces;17.48562647;42.71490881;BAYSH;Jizan;;550;1;1;179429;450;مشروع الورود - بيش;lands_moh_land;27/08/21;marketplaces;land
marketplaces;23.83452746;42.83324324;AFIF;Riyadh;;1401.781;1;3;791347;447.954;مخطط 811 - عفيف;lands_moh_land;27/08/21;marketplaces;land
marketplaces;24.348845;43.274888;AFIF;Riyadh;;844.675;1;2;872701;328.062;مخطط عفيف - 306;lands_moh_land;27/08/21;marketplaces;land
marketplaces;27.10367402;48.53378303;AN NU'AYRIYAH;Eastern Province;;620.51;1;1;765924;408.12;مخطط الحسي 65/10 - النعيرية;lands_moh_land;27/08/21;marketplaces;land
marketplaces;26.81673412;48.34051335;AN NU'AYRIYAH;Eastern Province;;631.847;1;2;668338;628.66;مخطط 90/10 - النعيرية;lands_moh_land;27/08/21;marketplaces;land
marketplaces;29.82565184;38.93718635;TUBARJAL;Jawf;;826.32;1;1;355144;388.71;مخطط ميقوع - دومة الجندل;lands_moh_land;27/08/21;marketplaces;land
marketplaces;24.9181;46.648268;AR RIYADH;Riyadh;دار واعمار للاستثمار والتطوير العقاري;409.53;5;2;1617629;257.5;سرايا الجوان ? - الرياض;offplan_private_land;25/04/22;marketplaces;townhouse
marketplaces;25.433301;45.401977;SHAQRA';Riyadh;;712.498;1;3;666194;599.998;مخطط القصب 30 - شقراء;lands_moh_land;27/08/21;marketplaces;land
marketplaces;25.17693041;45.81364605;THADIQ;Riyadh;;839.335;1;2;588191;600;مخطط 286 - ثادق;lands_moh_land;27/08/21;marketplaces;land
marketplaces;25.2139785;45.86838014;THADIQ;Riyadh;;684.8016;1;2;795861;577.16;مخطط 366 - ثادق;lands_moh_land;27/08/21;marketplaces;land
marketplaces;27.602306;46.316667;HAFAR AL BATIN;Eastern Province;;816.9980956;1;3;821071;391.9979219;مخطط ش-ر-51/ح -هجرة مناخ - حفر الباطن;lands_moh_land;27/08/21;marketplaces;land
marketplaces;25.29193927;44.15297339;AD DUWADIMI;Riyadh;;625;1;2;865511;389.875;مخطط 32 - الراجحية - الدوادمي;lands_moh_land;27/08/21;marketplaces;land
marketplaces;25.729363;45.867403;TUMAIR;Riyadh;;863.1355;1;3;213958;570;مخطط 909 - المجمعة -  تمير;lands_moh_land;27/08/21;marketplaces;land
marketplaces;23.90018096;42.85395943;AFIF;Riyadh;;896.743;1;2;767386;380.356;مخطط 293 - الفيضة - عفيف;lands_moh_land;27/08/21;marketplaces;land
marketplaces;21.777722;39.182278;JEDDAH;Makkah;الشركة الوطنية للإسكان;385;5;2;2171501;200;ميلاء - جدة;offplan_moh_land;23/08/21;marketplaces;townhouse
marketplaces;22.4453697;39.09756439;King Abdullah Economic City;Makkah;شركة اعمار المدينة الاقتصادية;1448.29;6;3;3444323.04;580.25;مدينة الملك عبدالله الاقتصادية - الرويال غرينز;readymade_private_land;09/08/21;marketplaces;villa
marketplaces;24.544056;46.517944;AR RIYADH;Riyadh;شركة السليمان العقارية;305.5;3;2;650000;187.9;سكينة ريزيدنس 3 - الرياض;offplan_private_land;09/08/21;marketplaces;apartment
marketplaces;26.644917;49.997472;AL QATIF;Eastern Province;دار واعمار للاستثمار والتطوير العقاري;420.59;5;3;1623164;257.5;سرايا البحر - القطيف;offplan_moh_land;28/08/22;marketplaces;villa
marketplaces;24.92793;46.636224;AR RIYADH;Riyadh;عبدالرحمن الراشد وأولاده;395;5;1;1977216;200;النرجس ?يو ? - الرياض;offplan_private_land;13/04/22;marketplaces;townhouse
marketplaces;24.8487499;46.7634185;AR RIYADH;Riyadh;شركة الضاحية المثالية للتطوير والاستثمار العقاري;509.181;4;3;4503073.333;159.8;النايفة - الرياض;offplan_private_land;28/06/21;marketplaces;villa
marketplaces;21.6227049;39.15597582;JEDDAH;Makkah;شركة انشاء للتطوير والاستثمار العقاري;294.18;4;3;1542061.4;81.69;جنان 1 - جدة;offplan_private_land;28/06/21;marketplaces;apartment
marketplaces;24.5451506;46.52247622;AR RIYADH;Riyadh;شركة السليمان العقارية;345.5;3;1;650000;187.9;سكينة ريزيدنس 1 - الرياض;offplan_private_land;28/06/21;marketplaces;apartment
marketplaces;26.607869;37.94592;AL ULA;Madinah;;742.78;1;2;351612;576.95;مخطط المحاش الشمالي /711 - المدينة المنورة;lands_moh_land;29/04/21;marketplaces;land
marketplaces;26.552941;37.951095;AL ULA;Madinah;;800;1;2;218007;797.05;ت/1415 الميدان/704 - المدينة المنورة;lands_moh_land;29/04/21;marketplaces;land
marketplaces;23.961213;42.51308;AFIF;Riyadh;;896.578;1;3;841132;380.343;مخطط 987/أ صوية - الرياض;lands_moh_land;29/04/21;marketplaces;land
marketplaces;26.558145;37.958954;AL ULA;Madinah;;868.0804;1;2;234381.708;500.1;و/930 - المدينة المنورة;lands_moh_land;29/04/21;marketplaces;land
marketplaces;26.550414;37.954965;AL ULA;Madinah;;1014.13;1;1;826976;427.91;و/834 - المدينة المنورة;lands_moh_land;29/04/21;marketplaces;land
marketplaces;26.138806;50.15725;AL KHUBAR;Eastern Province;شركة أسوار المتحدة للتطوير العقاري;489.62;4;2;1277000;246.38;أسوار السكني - الخبر;offplan_private_land;31/03/21;marketplaces;villa
marketplaces;26.231444;50.204222;AL KHUBAR;Eastern Province;الشركة الخليجية للتعمير العقاري;163;3;1;720000;153;أنار السكني - الخبر;offplan_private_land;22/02/21;marketplaces;apartment
marketplaces;16.950425;42.564683;JIZAN;Jizan;شركه أفضل مسكن العقاريه;178.14;5;1;780000;144.66;جوهرة جيزان - جازان;offplan_private_land;12/04/22;marketplaces;apartment
marketplaces;26.501431;44.018996;BURAYDAH;Qassim;;1236.2;1;2;497474;384.7;حاضرة بريدة - بريدة;lands_moh_land;21/02/21;marketplaces;land
marketplaces;24.95975;46.622639;AR RIYADH;Riyadh;التحالف العقارية;569.9677734;4;2;1272251;194.8673621;إشراق ليفينج - الرياض;offplan_moh_land;25/01/21;marketplaces;townhouse
marketplaces;24.964991;46.61997;AR RIYADH;Riyadh;الديار العربية للتطوير العقاري;478.58;6;2;1165640;200;شمس الديار - الرياض - الديار العربية;offplan_moh_land;25/01/21;marketplaces;townhouse
marketplaces;18.35765;42.753309;KHAMIS MUSHAYT;'Asir;عبدالرحمن الراشد وأولاده;574.8239;5;1;822443;187.499;واحة الخميس - خميس مشيط;offplan_moh_land;25/01/21;marketplaces;townhouse
marketplaces;25.32048;49.596771;AL HUFUF;Eastern Province;أبراج ذهب للتطوير العقاري;350.3699;4;3;774239;164.9;ديار الحساء - الاحساء;offplan_moh_land;25/01/21;marketplaces;townhouse
marketplaces;24.965917;46.615694;AR RIYADH;Riyadh;مجموعة سلمان بن سعيدان للعقارات;185.5;3;3;410753;185.5;إسكان الرياض - الرياض;offplan_moh_land;25/01/21;marketplaces;apartment
marketplaces;28.455361;36.51625;TABUK;Tabuk;شمائل الخليج للمقاولات;404.6;5;1;1036940;207;بساتين تبوك - تبوك;offplan_moh_land;25/01/21;marketplaces;townhouse
marketplaces;21.410327;39.280998;JEDDAH;Makkah;شركة جدارة العقارية;264.48;4;1;714096;127.58;أعالي جدة - جدة;offplan_moh_land;25/01/21;marketplaces;apartment
marketplaces;24.427833;39.645417;AL MADINAH AL MUNAWWARAH;Madinah;منازل العصرية للتطوير والاستثمار العقاري;264;4;2;651072;125;درة المدينة 1 - المدينة المنورة;offplan_moh_land;25/01/21;marketplaces;apartment
marketplaces;21.429778;39.285028;JEDDAH;Makkah;ساني العامرية;250;4;3;702958;125;تلال الغروب - جدة;offplan_moh_land;25/01/21;marketplaces;apartment
marketplaces;28.455694;36.523139;TABUK;Tabuk;الشركة الوطنية للإسكان;540;4;3;797625;220;تبوك ?الي - تبوك;offplan_moh_land;04/04/22;marketplaces;villa
marketplaces;21.4154609;39.2806919;JEDDAH;Makkah;مكيون مطورون عمرانيون;263.99;4;1;615097;126.3;ربى جدة - جدة;offplan_moh_land;25/01/21;marketplaces;apartment
marketplaces;26.350112;49.97725;AD DAMMAM;Eastern Province;مدى الشرقية للتطوير;172.15;3;3;378730;130;واحة مدى -  الدمام;offplan_moh_land;25/01/21;marketplaces;apartment
marketplaces;24.113363;38.013819;AL MADINAH AL MUNAWWARAH;Madinah;عبر المملكة العقارية;272.4;5;1;849888;136.2;جوار - المدينة المنورة;offplan_moh_land;25/01/21;marketplaces;apartment
marketplaces;26.355385;49.980021;AD DAMMAM;Eastern Province;شركة جدارة العقارية;567.5;5;3;1207656.795;230;واحة الدمام -  الدمام;offplan_moh_land;25/01/21;marketplaces;villa
marketplaces;26.345556;49.988667;AD DAMMAM;Eastern Province;رتال;407.593628;4;3;757264;187.4329166;نساج تاون - الدمام;offplan_moh_land;25/01/21;marketplaces;townhouse
marketplaces;26.3385;49.98576;AD DAMMAM;Eastern Province;مايا للتطوير والاستثمار العقاري;250.65;4;2;558511;124.9;الفريدة -  الدمام;offplan_moh_land;25/01/21;marketplaces;apartment
marketplaces;26.357417;49.971639;AD DAMMAM;Eastern Province;ثبات المسكن العقارية;435.35;4;1;749886;180;الدمام الشمالي (مدّ) -  الدمام;offplan_moh_land;25/01/21;marketplaces;townhouse
marketplaces;26.345556;49.988667;AD DAMMAM;Eastern Province;ساني العامرية;489.24;5;3;1230741;187.48;تلال الغروب - الدمام;offplan_moh_land;25/01/21;marketplaces;townhouse
marketplaces;18.360123;42.73824;KHAMIS MUSHAYT;'Asir;بن جارالله;243;4;2;510300;170;تلال الخميس - خميس مشيط;offplan_moh_land;25/01/21;marketplaces;apartment
marketplaces;26.523463;49.977315;AL QATIF;Eastern Province;التميمي للخدمات والصيانة العالمية;485.81;5;2;820681;178.41;منازل القطيف - القطيف;offplan_moh_land;25/01/21;marketplaces;townhouse
marketplaces;21.46508;39.324515;JEDDAH;Makkah;شركة المسكن الوافي للتطوير العقاري;185.88;6;3;630000;84;العالية ? - جدة;offplan_private_land;30/03/22;marketplaces;apartment
